brand;model;buildyear;fuel;mileage;price
427;636;2008;98;274826.0;1645.0
427;636;2015;98;105563.0;9999.0
427;636;2009;98;215487.0;3950.0
427;636;2021;98;42011.0;26995.0
427;636;2009;98;223571.0;3450.0
427;636;2004;98;265110.0;1750.0
427;636;2016;98;98016.0;10750.0
427;636;2016;98;96363.0;9444.0
427;636;2017;98;159663.0;9950.0
427;636;2009;98;268000.0;2999.0
427;636;2017;98;17606.0;10945.0
427;636;2020;98;59137.0;16900.0
427;636;2018;98;91189.0;11445.0
427;636;2014;98;83766.0;8725.0
427;636;2019;98;19718.0;15245.0
427;636;2021;98;42100.0;18950.0
427;636;2019;98;47933.0;15995.0
427;636;2020;98;12920.0;22450.0
427;636;2022;50;673.0;25449.0
427;636;2018;98;88500.0;9609.0
427;636;2019;98;3525.0;19950.0
427;636;2019;98;83139.0;11945.0
427;636;2019;98;74014.0;15945.0
427;636;2019;98;93993.0;11840.0
427;636;2017;98;70752.0;13400.0
427;636;2017;98;70751.0;13990.0
427;636;2018;98;28365.0;12950.0
427;636;2017;98;126507.0;8995.0
427;636;2019;100;64233.0;14995.0
427;636;2019;98;70980.0;12495.0
427;636;2020;98;90360.0;12445.0
427;636;2019;98;58732.0;13890.0
427;636;2016;98;87100.0;9450.0
427;636;2017;98;72605.0;11495.0
427;636;2018;98;136227.0;10050.0
427;636;2021;98;6500.0;18252.0
427;636;2019;98;47262.0;13945.0
427;636;2019;98;51173.0;12945.0
1089;776;2015;98;359755.0;9999.0
1089;776;2015;50;324105.0;10950.0
1089;776;2014;50;297543.0;11450.0
1089;776;2015;50;282222.0;12650.0
1089;776;2015;50;189276.0;13400.0
1089;776;2015;50;181130.0;13499.0
1089;776;2015;98;230000.0;13750.0
1089;776;2015;50;213665.0;13900.0
1089;776;2015;50;217756.0;13950.0
1089;776;2015;50;199502.0;13950.0
1089;776;2015;50;237567.0;13950.0
1089;776;2015;50;199950.0;13950.0
1089;776;2015;50;219501.0;13950.0
1089;776;2015;50;241101.0;13950.0
1089;776;2015;50;191105.0;13995.0
1089;776;2015;50;189128.0;13999.0
1089;776;2015;98;198895.0;13999.0
1089;776;2015;50;226784.0;14450.0
1089;776;2015;50;224177.0;14450.0
1089;776;2015;50;219359.0;14450.0
1089;776;2015;50;204873.0;14750.0
1089;776;2015;50;203483.0;14750.0
1089;776;2015;50;206705.0;14850.0
1089;776;2015;50;221777.0;14945.0
1089;776;2015;50;201422.0;14950.0
1089;776;2015;50;196565.0;14950.0
1089;776;2015;50;233187.0;14950.0
1089;776;2015;50;223503.0;14950.0
1089;776;2015;50;229633.0;14950.0
1089;776;2015;50;176004.0;14999.0
1089;776;2015;50;190555.0;15500.0
1089;776;2016;50;198954.0;15740.0
1089;776;2015;50;173485.0;15750.0
1089;776;2015;50;155125.0;15845.0
1089;776;2015;50;192277.0;15900.0
1089;776;2015;50;173426.0;15900.0
1089;776;2015;50;185917.0;15900.0
1089;776;2015;50;155764.0;15950.0
1089;776;2015;50;141679.0;15995.0
1089;776;2014;50;173748.0;15995.0
1089;776;2015;50;198604.0;15999.0
1089;776;2016;50;176606.0;15999.0
1089;776;2014;50;165562.0;16450.0
1089;776;2015;50;161901.0;16450.0
1089;776;2015;50;194813.0;16495.0
1089;776;2015;50;161602.0;16499.0
1089;776;2015;98;161000.0;16500.0
1089;776;2015;98;164728.0;16500.0
1089;776;2016;50;197970.0;16700.0
1089;776;2015;50;136954.0;16750.0
1089;776;2015;50;179082.0;16900.0
1089;776;2015;50;255726.0;16900.0
1089;776;2016;50;161580.0;16900.0
1089;776;2014;50;211378.0;16900.0
1089;776;2015;50;180784.0;16945.0
1089;776;2015;50;171079.0;16950.0
1089;776;2015;50;155977.0;16950.0
1089;776;2015;50;139073.0;16995.0
1089;776;2015;98;179000.0;16995.0
1089;776;2015;50;138940.0;17230.0
1089;776;2014;50;114342.0;17245.0
1089;776;2015;50;167033.0;17250.0
1089;776;2015;50;127034.0;17250.0
1089;776;2015;50;132099.0;17400.0
1089;776;2015;50;177275.0;17445.0
1089;776;2016;50;189857.0;17445.0
1089;776;2015;50;152383.0;17450.0
1089;776;2015;50;186702.0;17499.0
1089;776;2016;50;142787.0;17499.0
1089;776;2015;50;166400.0;17750.0
1089;776;2015;50;126888.0;17790.0
1089;776;2015;50;153694.0;17840.0
1089;776;2015;50;126880.0;17850.0
1089;776;2015;50;164091.0;17899.0
1089;776;2015;50;155500.0;17900.0
1089;776;2015;50;129024.0;17900.0
1089;776;2015;50;162333.0;17900.0
1089;776;2015;50;220669.0;17900.0
1089;776;2015;50;105899.0;17900.0
1089;776;2014;50;164850.0;17900.0
1089;776;2016;50;145941.0;17945.0
1089;776;2015;50;148952.0;17945.0
1089;776;2015;50;138965.0;17950.0
1089;776;2015;50;158981.0;17950.0
1089;776;2015;50;194500.0;17950.0
1089;776;2016;50;183249.0;17950.0
1089;776;2015;50;113918.0;17950.0
1089;776;2015;50;122459.0;17950.0
1089;776;2015;50;129772.0;17950.0
1089;776;2015;50;167418.0;17950.0
1089;776;2016;50;156231.0;17950.0
1089;776;2015;50;241343.0;17995.0
1089;776;2016;50;161579.0;18190.0
1089;776;2015;50;157690.0;18250.0
1089;776;2015;50;124268.0;18440.0
1089;776;2015;50;127869.0;18450.0
1089;776;2015;50;156122.0;18550.0
1089;776;2015;50;109251.0;18600.0
1089;776;2016;101;168895.0;18750.01316;577;2020;98;31999.0;97495.0
1316;577;2018;98;59113.0;69995.0
1316;577;2018;98;62705.0;89999.0
1316;577;2017;98;31458.0;86495.0
1316;577;2009;98;170413.0;29950.0
1316;577;2009;98;178830.0;31950.0
1316;577;2016;98;115974.0;58999.0
1316;577;2015;98;124950.0;50900.0
1316;577;2017;98;55091.0;74500.0
1316;577;2019;98;48862.0;82450.0
1316;577;2016;98;107178.0;45950.0
1316;577;2016;98;90759.0;49950.0
1316;577;2008;98;227254.0;26999.0
1316;577;2014;98;56800.0;53800.0
1316;577;2015;98;111171.0;49980.0
1316;577;2015;98;144784.0;49950.0
1316;577;2016;98;63275.0;77250.0
1316;577;2018;98;70122.0;54950.0
1316;577;2016;98;94796.0;51963.0
1316;577;2018;98;46284.0;69500.0
1316;577;2019;98;23854.0;94950.0
1316;577;2017;98;47500.0;74950.0
1316;577;2021;98;3316.0;123800.0
1316;577;2008;98;126000.0;31500.0
1316;577;2015;98;135839.0;49775.0
1316;577;2018;98;83073.0;52900.0
1316;577;2019;98;29175.0;89800.0
1316;577;2015;98;167022.0;49999.0
1316;577;2016;98;89500.0;67300.0
1316;577;2017;98;96761.0;59500.0
1316;577;2017;98;53109.0;68950.0
1316;577;2017;98;19908.0;57900.0
1316;577;2017;98;19908.0;57900.0
1316;577;2018;98;58917.0;72900.0
1316;577;2008;98;69189.0;49950.0
1316;577;2012;98;46224.0;54500.0
1316;577;2018;98;54317.0;69400.0
1316;577;2013;98;149211.0;39940.0
1316;577;2016;98;64208.0;69950.0
1316;577;2015;98;88768.0;56400.0
1316;577;2009;98;67123.0;52000.0
1316;577;2017;98;123558.0;57500.0
1316;577;2017;98;66455.0;58950.0
1316;577;2016;98;89500.0;53400.0
1316;577;2017;98;111834.0;58890.0
1316;577;2013;98;38845.0;159740.0
1316;577;2008;98;76754.0;57995.0
1316;577;2009;98;99800.0;34950.0
1316;577;2022;98;5054.0;179950.0
1316;577;2016;98;65200.0;54950.0
1316;577;2017;98;94233.0;63945.0
1316;577;2022;98;13750.0;168450.0
1316;577;2008;98;103429.0;39500.0
1316;577;2016;98;84854.0;59500.0
1316;577;2012;98;123017.0;44950.0
1316;577;2020;98;72015.0;93700.0
1316;577;2017;98;123032.0;54950.0
1316;577;2016;98;84566.0;63900.0
1316;577;2017;98;40000.0;89900.0
1316;577;2021;98;65449.0;104995.0
1316;577;2008;98;150200.0;29950.0
1316;577;2016;98;68400.0;84999.0
1316;577;2016;98;72908.0;59990.0
1316;577;2016;98;98012.0;59900.0
1316;577;2009;98;135861.0;38950.0
1316;577;2011;98;95275.0;39950.0
1316;577;2008;98;198000.0;27999.0
1316;577;2016;98;99997.0;69291.0
1316;577;2018;98;57400.0;79900.0
1316;577;2017;98;99779.0;77250.0
1316;577;2016;98;43295.0;54950.0
1316;577;2008;98;93457.0;45000.0
1316;577;2008;98;169686.0;29950.0
1316;577;2016;98;102112.0;54444.0
1316;577;2012;98;65437.0;149950.0
1316;577;2018;98;38848.0;87940.0
1316;577;2019;98;26626.0;102450.0
1316;577;2017;98;99576.0;62900.0
1316;577;2011;98;172599.0;37995.0
1316;577;2017;98;100238.0;71950.0
1316;577;2017;98;63828.0;59950.0
1316;577;2016;98;114856.0;54900.0
1316;577;2015;98;170259.0;43995.0
1316;577;2008;98;96158.0;39750.0
1316;577;2009;98;186447.0;29900.0
1316;577;2018;98;35978.0;75987.0
1316;577;2016;98;79000.0;59000.0
1316;577;2019;98;49985.0;89950.0
1316;577;2017;98;68314.0;76945.0
1316;577;2017;98;53683.0;65950.0
1316;577;2015;98;79993.0;62950.0
1316;577;2017;98;38806.0;65950.0
1316;577;2017;98;90000.0;54945.0
1316;577;2016;98;118787.0;48900.0
1316;577;2017;98;92257.0;54900.0
1316;577;2013;98;71987.0;55850.0
1316;577;2019;98;48606.0;71900.0
1316;577;2018;98;68515.0;66500.0
1316;577;2015;98;111888.0;49495.0
1316;577;2017;98;58892.0;59900.0
